
"IDCOTIZA","IDCLTE","FECHA","STATUS","VALOR_USD","VALOR_MXP","IDUSRELAB","IDUSRVEND","CDMESS","OV","PO","DESCRIPCION","FECHAOV","ID_SOLICITUD","FECHA_ELABORA_SOLICITUD","FECHA_ASIGNACION_SOLICITUD","IDCONTACTO","id","CANT","PROYECTO","MARCA","MOCELO","SERIE"
"14247-2023","488","2023-11-06 13:27:36","Canceladas","51.000000","919.8768000000","428","434","Sin registro","SIN OV","SIN PO","EQUIPO","","MESS-SCT-11960-2023","2023-10-30 16:42:48","2023-10-30 16:58:09","-","97363","1","70090","-","-","-"
"14247-2023","488","2023-11-06 13:27:36","Canceladas","43.500000","784.6008000000","428","434","Sin registro","SIN OV","SIN PO","EQUIPO","","MESS-SCT-11960-2023","2023-10-30 16:42:48","2023-10-30 16:58:09","-","97363","1","70090","-","-","-"
"14247-2023","488","2023-11-06 13:27:36","Canceladas","43.500000","784.6008000000","428","434","Sin registro","SIN OV","SIN PO","EQUIPO","","MESS-SCT-11960-2023","2023-10-30 16:42:48","2023-10-30 16:58:09","-","97363","1","70090","-","-","-"
"14247-2023","488","2023-11-06 13:27:36","Canceladas","42.600000","768.3676800000","428","434","Sin registro","SIN OV","SIN PO","EQUIPO","","MESS-SCT-11960-2023","2023-10-30 16:42:48","2023-10-30 16:58:09","-","97363","1","70090","-","-","-"
"14247-2023","488","2023-11-06 13:27:36","Canceladas","431.000000","7773.8608000000","428","434","Sin registro","SIN OV","SIN PO","EQUIPO","","MESS-SCT-11960-2023","2023-10-30 16:42:48","2023-10-30 16:58:09","-","97363","1","70090","-","-","-"
"14248-2023","3182","2023-11-06 13:34:21","En proceso","3150.000000","56815.9200000000","295","212","S1-250","SIN OV","SIN PO","Calibración de CMM Contura G2, Opción Extendida. Servicio con Acreditación EMA.","","MESS-SCT-12172-2023","2023-11-06 12:54:45","2023-11-06 13:34:21","-","97364","1","70295","ZEISS","Contura RDS","731711531650"
"14244-2023","895","2023-11-06 13:13:10","Canceladas","630.000000","11363.1840000000","318","241","S3-174","SIN OV","SIN PO","Revisión y Diagnóstico","","MESS-CT-14244-2023","2023-11-06 13:39:01","2023-11-06 13:39:01","-","97360","1","70299","-","-","-"
"14249-2023","333","2023-11-06 13:45:37","Canceladas","13000.000000","234478.4000000000","120","110","P20-53","SIN OV","SIN PO","MATERIAL","","MESS-CT-14249-2023","2023-11-06 13:45:37","2023-11-06 13:45:37","-","97365","1","0","-","-","-"
"14249-2023","333","2023-11-06 13:45:37","Canceladas","15000.000000","270552.0000000000","120","110","S2-167","SIN OV","SIN PO","RETROFIT","","MESS-CT-14249-2023","2023-11-06 13:45:37","2023-11-06 13:45:37","-","97365","1","0","-","-","-"
"14250-2023","253","2023-11-06 14:10:44","Ganadas","332.653242","6000.0000000000","231","48","L5-15","7957-2023","203444","Calibración de Máquina o Instrumento medidor de fuerza. Alcance de 0,2N a 1000N. Dos sentidos (tracción y compresión). Servicio con Acreditación EMA.","2023-11-17 11:53:19","MESS-CT-14250-2023","2023-11-06 14:10:44","2023-11-06 14:10:44","-","97366","2","58090","Imada","DS2-110","364499"
"14251-2023","2216","2023-11-06 14:26:55","Canceladas","91.479642","1650.0000000000","378","352","S20-4","SIN OV","SIN PO","Calibración de instrumento para pesar de funcionamiento no automático (IPFNA). Alcance: Hasta 20 kg. Resolución: d ≥ 1 mg. Servicio acreditado con ema. Método: Comparación directa contra patrones. Incertidumbre: Ver tabla CMC, M-247. * La prueba de repetibilidad se realiza con una carga aproximada de 0.8 de MAX del IPFNA. * La prueba de excentricidad se realiza con una carga del orden de 1/3 de MAX del IPFNA. * La prueba del error de indicación se realiza en al menos 5 puntos y máximo 10 puntos del IPFNA.","","MESS-SCT-12182-2023","2023-11-06 14:21:11","2023-11-06 14:21:32","-","97367","3","70306","AND","",""
"14251-2023","2216","2023-11-06 14:26:55","Canceladas","133.061297","2400.0000000000","378","352","S20-11","SIN OV","SIN PO","Calibración de instrumento para pesar de funcionamiento no automático (IPFNA). Alcance: Hasta 2 000 kg. Resolución: d ≥ 50 g. Servicio acreditado con ema. Método: Comparación directa contra patrones. Incertidumbre: Ver tabla CMC, M-247. * La prueba de repetibilidad se realiza con una carga aproximada de 0.8 de MAX del IPFNA. * La prueba de excentricidad se realiza con una carga del orden de 1/3 de MAX del IPFNA. * La prueba del error de indicación se realiza en al menos 5 puntos y máximo 10 puntos del IPFNA.","","MESS-SCT-12182-2023","2023-11-06 14:21:11","2023-11-06 14:21:32","-","97367","1","70306","TORREY","",""
"14252-2023","216","2023-11-06 14:33:54","En proceso","4500.000000","81165.6000000000","32","50","Sin registro","SIN OV","SIN PO","Transportación y seguro","","MESS-CT-14252-2023","2023-11-06 14:33:54","2023-11-06 14:33:54","-","97368","1","0","-","-","-"
"14252-2023","216","2023-11-06 14:33:54","En proceso","60000.000000","1082208.0000000000","32","50","G3-84","SIN OV","SIN PO","Renta de ViciVision","","MESS-CT-14252-2023","2023-11-06 14:33:54","2023-11-06 14:33:54","-","97368","6","0","-","-","-"
"14253-2023","1849","2023-11-06 14:35:47","Ganadas","1280.000000","23087.1040000000","78","241","S4-24","7619-2023","16672","Medición por 8 horas con sistema Laser Tracker, incluye metrólogo especialista. Servicio con trazabilidad metrológica.","2023-11-06 14:37:10","MESS-SCT-12164-2023","2023-11-06 11:44:14","2023-11-06 14:33:32","-","97369","1","69539","-","-","-"
"14253-2023","1849","2023-11-06 14:35:47","Ganadas","345.000000","6222.6960000000","78","241","Sin registro","7619-2023","16672","Viáticos","2023-11-06 14:37:10","MESS-SCT-12164-2023","2023-11-06 11:44:14","2023-11-06 14:33:32","-","97369","1","69539","-","-","-"
"14254-2023","1415","2023-11-06 15:00:36","Ganadas","539.999889","9739.8700000000","175","175","L1-88","7620-2023","2939","Medición de fixtures","2023-11-06 15:01:00","MESS-SCT-12185-2023","2023-11-06 14:59:38","2023-11-06 15:00:36","-","97370","6","70309","Sin referencia","Sin referencia","Sin referencia"
